Workout #,Date,Workout Name,Duration (sec),Exercise Name,Set Order,Weight (kg),Reps,RPE,Distance (meters),Seconds,Notes,Workout Notes
60,06-03-2024 14:50,Afternoon Workout,5449,Bench Press (Barbell),7,60.0,5,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Shoulder Press (Machine),1,40.0,12,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Shoulder Press (Machine),2,60.0,7,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Shoulder Press (Machine),3,60.0,8,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Incline Bench Press (Barbell),1,50.0,6,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Incline Bench Press (Barbell),2,45.0,6,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Incline Bench Press (Barbell),3,45.0,5,,,,,
61,11-03-2024 09:04,Morning Workout,5646,Bench Press (Barbell),W,40.0,12,,,,,
61,11-03-2024 09:04,Morning Workout,5646,Bench Press (Barbell),1,60.0,7,,,,,
61,11-03-2024 09:04,Morning Workout,5646,Bench Press (Barbell),2,60.0,8,,,,,
61,11-03-2024 09:04,Morning Workout,5646,Bench Press (Barbell),3,60.0,5,,,,,
61,11-03-2024 09:04,Morning Workout,5646,Bench Press - Wide Grip (Barbell),Note,,,,,,,
61,11-03-2024 09:04,Morning Workout,5646,Bench Press - Wide Grip (Barbell),1,60.0,12,,,,,
61,11-03-2024 09:04,Morning Workout,5646,Bench Press - Wide Grip (Barbell),2,60.0,12,,,,,
61,11-03-2024 09:04,Morning Workout,5646,Bench Press - Wide Grip (Barbell),3,70.0,7,,,,,
61,11-03-2024 09:04,Morning Workout,5646,Shoulder Press (Plate Loaded),1,50.0,12,,,,,
61,11-03-2024 09:04,Morning Workout,5646,Shoulder Press (Plate Loaded),2,50.0,12,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Lat Pulldown (Single Arm),W,36.0,12,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Lat Pulldown (Single Arm),1,61.5,12,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Lat Pulldown (Single Arm),2,61.5,10,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Lat Pulldown (Single Arm),3,59.0,10,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Reverse Fly (Machine),1,59.0,12,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Reverse Fly (Machine),2,59.0,8,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Reverse Fly (Machine),3,59.0,8,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Back Extension,1,5.0,10,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Back Extension,2,5.0,10,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Back Extension,3,5.0,12,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Iso-Lateral Row (Machine),1,120.0,12,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Iso-Lateral Row (Machine),2,120.0,12,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Iso-Lateral Row (Machine),3,120.0,9,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Hammer Curl (Dumbbell),1,16.0,12,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Hammer Curl (Dumbbell),2,14.0,16,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Hammer Curl (Dumbbell),3,14.0,12,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Preacher Curl (Machine),1,20.0,10,,,,,
62,13-03-2024 06:15,Morning Workout,3721,Preacher Curl (Machine),2,20.0,6,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Lat Pulldown (Single Arm),W,36.0,12,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Lat Pulldown (Single Arm),1,61.5,12,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Lat Pulldown (Single Arm),2,61.5,10,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Lat Pulldown (Single Arm),3,59.0,10,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Reverse Fly (Machine),1,59.0,12,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Reverse Fly (Machine),2,59.0,8,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Reverse Fly (Machine),3,59.0,8,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Back Extension,1,5.0,10,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Back Extension,2,5.0,10,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Back Extension,3,5.0,12,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Iso-Lateral Row (Machine),1,120.0,12,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Iso-Lateral Row (Machine),2,120.0,12,,,,,
63,20-03-2024 16:24,Morning Workout,1048,Iso-Lateral Row (Machine),3,120.0,9,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Lat Pulldown (Cable),W,45.0,12,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Lat Pulldown (Cable),1,59.0,12,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Lat Pulldown (Cable),2,66.0,9,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Lat Pulldown (Cable),3,66.0,7,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Seated Row (Cable),1,52.0,12,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Seated Row (Cable),2,59.0,12,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Seated Row (Cable),3,66.0,10,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Reverse Fly (Machine),1,59.0,11,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Reverse Fly (Machine),2,59.0,9,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Reverse Fly (Machine),3,59.0,6,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Back Extension (Machine),1,80.0,12,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Back Extension (Machine),2,100.0,12,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Back Extension (Machine),3,100.0,12,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Preacher Curl (Machine),1,30.0,7,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Preacher Curl (Machine),2,27.5,5,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Preacher Curl (Machine),3,25.0,5,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Hammer Curl (Dumbbell),1,18.0,12,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Hammer Curl (Dumbbell),2,18.0,12,,,,,
64,05-05-2024 15:57,Afternoon Workout,4102,Hammer Curl (Dumbbell),3,18.0,10,,,,,
65,17-05-2024 17:24,Afternoon Workout,2598,Bench Press (Barbell),1,70.0,4,,,,,
65,17-05-2024 17:24,Afternoon Workout,2598,Bench Press (Barbell),2,65.0,8,,,,,
65,17-05-2024 17:24,Afternoon Workout,2598,Bench Press (Barbell),3,65.0,5,,,,,
65,17-05-2024 17:24,Afternoon Workout,2598,Bench Press (Barbell),4,65.0,4,,,,,
65,17-05-2024 17:24,Afternoon Workout,2598,Incline Bench Press (Dumbbell),1,40.0,12,,,,,
65,17-05-2024 17:24,Afternoon Workout,2598,Incline Bench Press (Dumbbell),2,40.0,8,,,,,
65,17-05-2024 17:24,Afternoon Workout,2598,Incline Bench Press (Dumbbell),3,40.0,10,,,,,
65,17-05-2024 17:24,Afternoon Workout,2598,Incline Bench Press (Dumbbell),4,40.0,8,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Bench Press (Barbell),1,65.0,8,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Bench Press (Barbell),2,65.0,7,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Bench Press (Barbell),3,65.0,5,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Incline Bench Press (Dumbbell),1,48.0,12,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Incline Bench Press (Dumbbell),2,48.0,10,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Incline Bench Press (Dumbbell),3,48.0,9,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Cable Crossover,1,54.0,12,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Cable Crossover,2,54.0,10,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Cable Crossover,3,54.0,8,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Triceps Pushdown (Cable - Straight Bar),1,54.0,12,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Triceps Pushdown (Cable - Straight Bar),2,54.0,11,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Triceps Pushdown (Cable - Straight Bar),3,54.0,11,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Triceps Extension,Note,,,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Triceps Extension,1,18.0,12,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Triceps Extension,2,18.0,12,,,,,
66,21-06-2024 12:43,Midday Workout,3710,Triceps Extension,3,18.0,14,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Bench Press (Barbell),1,70.0,4,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Bench Press (Barbell),2,70.0,4,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Bench Press (Barbell),3,70.0,3,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Incline Bench Press (Dumbbell),1,48.0,12,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Incline Bench Press (Dumbbell),2,48.0,12,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Incline Bench Press (Dumbbell),3,48.0,9,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Cable Crossover,1,54.0,12,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Cable Crossover,2,54.0,10,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Cable Crossover,3,54.0,8,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Triceps Pushdown (Cable - Straight Bar),1,54.0,12,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Triceps Pushdown (Cable - Straight Bar),2,54.0,10,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Triceps Pushdown (Cable - Straight Bar),3,54.0,9,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Triceps Extension,Note,,,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Triceps Extension,1,18.0,16,,,,,
67,01-07-2024 12:37,Midday Workout,3701,Triceps Extension,2,18.0,16,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Lat Pulldown (Machine),W,40.0,12,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Lat Pulldown (Machine),1,80.0,12,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Lat Pulldown (Machine),2,80.0,12,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Lat Pulldown (Machine),3,80.0,12,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Seated Row (Cable),1,59.0,12,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Seated Row (Cable),2,68.0,12,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Seated Row (Cable),3,68.0,10,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Bicep Curl (Dumbbell),1,14.0,12,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Bicep Curl (Dumbbell),2,12.0,14,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Bicep Curl (Dumbbell),3,12.0,10,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Hammer Curl (Cable),1,27.0,10,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Hammer Curl (Cable),2,27.0,10,,,,,
68,03-07-2024 13:46,Midday Workout,4733,Hammer Curl (Cable),3,27.0,9,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Bench Press (Barbell),W,20.0,20,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Bench Press (Barbell),1,70.0,6,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Bench Press (Barbell),2,70.0,5,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Bench Press (Barbell),3,70.0,4,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Incline Bench Press (Dumbbell),1,52.0,10,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Incline Bench Press (Dumbbell),2,52.0,8,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Incline Bench Press (Dumbbell),3,52.0,7,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Chest Fly,1,86.0,12,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Chest Fly,2,100.0,10,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Chest Fly,3,100.0,8,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Cable Crossover,1,54.0,9,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Cable Crossover,2,54.0,7,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Triceps Pushdown (Cable - Straight Bar),1,54.0,12,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Triceps Pushdown (Cable - Straight Bar),2,59.0,9,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Triceps Pushdown (Cable - Straight Bar),3,29.0,8,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Triceps Extension,Note,,,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Triceps Extension,1,18.0,16,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Triceps Extension,2,18.0,16,,,,,
69,05-07-2024 14:09,Midday Workout,5776,Triceps Extension,3,18.0,16,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Seated Row (Cable),1,68.0,12,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Seated Row (Cable),2,68.0,9,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Seated Row (Cable),3,68.0,9,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Seated Row (Cable),4,68.0,6,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Face Pull (Cable),1,45.0,12,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Face Pull (Cable),2,59.0,12,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Face Pull (Cable),3,68.0,6,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Face Pull (Cable),4,68.0,7,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Lat Pulldown (Cable),Note,,,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Lat Pulldown (Cable),1,50.0,11,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Lat Pulldown (Cable),2,50.0,9,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Lat Pulldown (Cable),3,50.0,7,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Lat Pulldown (Cable),4,50.0,7,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Bicep Curl (Cable),Note,,,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Bicep Curl (Cable),1,11.0,24,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Bicep Curl (Cable),2,11.0,16,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Bicep Curl (Cable),3,11.0,14,,,,,
70,22-01-2025 17:36,Afternoon Workout,4613,Bicep Curl (Cable),4,11.0,14,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Bench Press (Barbell),1,65.0,11,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Bench Press (Barbell),2,70.0,6,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Bench Press (Barbell),3,70.0,5,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Bench Press (Barbell),4,70.0,4,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Lateral Raise (Cable),1,7.0,24,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Lateral Raise (Cable),2,7.0,24,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Lateral Raise (Cable),3,7.0,18,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Lateral Raise (Cable),4,7.0,14,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Chest Press (Machine),1,36.0,10,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Chest Press (Machine),2,36.0,8,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Chest Press (Machine),3,36.0,7,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Chest Press (Machine),4,36.0,7,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Chest Fly,1,64.0,10,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Chest Fly,2,54.0,7,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Chest Fly,3,54.0,6,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Chest Fly,4,54.0,5,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Triceps Extension,Note,,,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Triceps Extension,1,18.0,24,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Triceps Extension,2,20.0,18,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Triceps Extension,3,20.0,14,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Triceps Extension,4,20.0,10,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Triceps Pushdown (Cable - Straight Bar),1,54.0,10,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Triceps Pushdown (Cable - Straight Bar),2,50.0,10,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Triceps Pushdown (Cable - Straight Bar),3,50.0,8,,,,,
71,24-01-2025 17:43,Afternoon Workout,6547,Triceps Pushdown (Cable - Straight Bar),4,50.0,7,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Bench Press (Barbell),F,70.0,9,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Bench Press (Barbell),F,70.0,6,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Bench Press (Barbell),F,70.0,6,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Bench Press (Barbell),F,70.0,5,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Chest Press (Machine),F,36.0,14,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Chest Press (Machine),F,36.0,9,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Chest Press (Machine),F,36.0,8,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Chest Press (Machine),F,36.0,7,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Lateral Raise (Cable),1,7.0,24,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Lateral Raise (Cable),2,7.0,24,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Lateral Raise (Cable),F,7.0,18,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Lateral Raise (Cable),F,7.0,20,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Chest Fly,1,59.0,12,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Chest Fly,F,59.0,8,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Chest Fly,F,59.0,6,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Chest Fly,F,59.0,5,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Triceps Extension,Note,,,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Triceps Extension,1,20.0,12,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Triceps Extension,F,18.0,16,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Triceps Extension,F,18.0,16,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Triceps Extension,4,18.0,14,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Triceps Pushdown (Cable - Straight Bar),F,54.0,9,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Triceps Pushdown (Cable - Straight Bar),F,54.0,7,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Triceps Pushdown (Cable - Straight Bar),F,54.0,8,,,,,
72,28-01-2025 17:39,Afternoon Workout,5547,Triceps Pushdown (Cable - Straight Bar),F,54.0,6,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Lat Pulldown (Machine),F,100.0,8,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Lat Pulldown (Machine),F,100.0,7,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Lat Pulldown (Machine),F,80.0,11,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Lat Pulldown (Machine),F,80.0,11,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Face Pull (Cable),F,68.0,11,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Face Pull (Cable),F,68.0,8,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Face Pull (Cable),F,64.0,7,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Face Pull (Cable),F,64.0,5,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Seated Row (Cable),Note,,,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Seated Row (Cable),F,68.0,9,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Seated Row (Cable),F,68.0,9,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Seated Row (Cable),F,68.0,7,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Seated Row (Cable),F,68.0,5,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Bicep Curl (Cable),F,11.0,24,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Bicep Curl (Cable),F,11.0,20,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Bicep Curl (Cable),F,11.0,19,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Bicep Curl (Cable),F,11.0,14,,,,,
73,29-01-2025 17:12,Afternoon Workout,5803,Hammer Curl (Cable),D,36.0,8,,,,,
74,02-02-2025 19:15,Evening Workout,6174,Bench Press (Barbell),1,70.0,7,,,,,
74,02-02-2025 19:15,Evening Workout,6174,Bench Press (Barbell),2,70.0,8,,,,,
74,02-02-2025 19:15,Evening Workout,6174,Decline Bench Press (Barbell),1,50.0,12,,,,,
74,02-02-2025 19:15,Evening Workout,6174,Decline Bench Press (Barbell),F,60.0,11,,,,,
74,02-02-2025 19:15,Evening Workout,6174,Decline Bench Press (Barbell),F,60.0,10,,,,,
74,02-02-2025 19:15,Evening Workout,6174,Incline Bench Press (Dumbbell),1,48.0,10,,,,,
74,02-02-2025 19:15,Evening Workout,6174,Incline Bench Press (Dumbbell),F,48.0,6,,,,,
74,02-02-2025 19:15,Evening Workout,6174,Incline Bench Press (Dumbbell),F,48.0,5,,,,,
74,02-02-2025 19:15,Evening Workout,6174,Chest Fly,1,59.0,12,,,,,
74,02-02-2025 19:15,Evening Workout,6174,Chest Fly,2,59.0,8,,,,,
74,02-02-2025 19:15,Evening Workout,6174,Chest Fly,3,59.0,6,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Seated Row (Machine),1,60.0,12,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Seated Row (Machine),F,80.0,11,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Seated Row (Machine),F,80.0,9,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Reverse Fly (Machine),F,59.0,10,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Reverse Fly (Machine),F,59.0,8,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Reverse Fly (Machine),F,59.0,6,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Lat Pulldown (Cable),F,59.0,12,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Lat Pulldown (Cable),F,59.0,9,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Lat Pulldown (Cable),F,59.0,8,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Shrug (Barbell),1,60.0,12,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Shrug (Barbell),2,60.0,12,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Shrug (Barbell),F,60.0,8,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Bicep Curl (Cable),1,11.0,24,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Bicep Curl (Cable),2,14.0,24,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Bicep Curl (Cable),3,16.0,20,,,,,
75,04-02-2025 17:11,Afternoon Workout,5976,Bicep Curl (Cable),4,16.0,12,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Bench Press (Barbell),F,70.0,10,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Bench Press (Barbell),F,70.0,6,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Bench Press (Barbell),F,70.0,5,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Bench Press (Barbell),F,70.0,4,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Lateral Raise (Cable),F,9.0,20,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Lateral Raise (Cable),F,9.0,14,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Lateral Raise (Cable),F,9.0,12,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Lateral Raise (Cable),4,9.0,12,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Chest Fly,1,59.0,12,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Chest Fly,2,64.0,12,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Chest Fly,F,68.0,10,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Chest Fly,F,68.0,8,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Chest Press (Machine),F,32.0,10,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Chest Press (Machine),F,36.0,7,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Chest Press (Machine),F,36.0,6,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Chest Press (Machine),F,36.0,6,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Triceps Extension,1,18.0,24,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Triceps Extension,F,23.0,18,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Triceps Extension,F,23.0,16,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Triceps Extension,F,23.0,18,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Triceps Pushdown (Cable - Straight Bar),F,59.0,8,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Triceps Pushdown (Cable - Straight Bar),F,59.0,7,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Triceps Pushdown (Cable - Straight Bar),F,59.0,7,,,,,
76,06-02-2025 18:42,Evening Workout,7157,Triceps Pushdown (Cable - Straight Bar),4,59.0,7,,,,,
77,09-02-2025 16:10,Afternoon Workout,5615,Deadlift (Barbell),1,60.0,12,,,,,
77,09-02-2025 16:10,Afternoon Workout,5615,Deadlift (Barbell),2,80.0,9,,,,,
77,09-02-2025 16:10,Afternoon Workout,5615,Deadlift (Barbell),F,80.0,9,,,,,
77,09-02-2025 16:10,Afternoon Workout,5615,Deadlift (Barbell),F,70.0,10,,,,,
77,09-02-2025 16:10,Afternoon Workout,5615,Bent Over Row (Barbell),1,40.0,16,,,,,
77,09-02-2025 16:10,Afternoon Workout,5615,Bent Over Row (Barbell),2,40.0,18,,,,,
77,09-02-2025 16:10,Afternoon Workout,5615,Bent Over Row (Barbell),3,50.0,16,,,,,
77,09-02-2025 16:10,Afternoon Workout,5615,Bent Over Row (Barbell),4,50.0,16,,,,,
77,09-02-2025 16:10,Afternoon Workout,5615,Lat Pulldown (Cable),1,54.0,12,,,,,
