Workout #,Date,Workout Name,Duration (sec),Exercise Name,Set Order,Weight (kg),Reps,RPE,Distance (meters),Seconds,Notes,Workout Notes
42,11-12-2023 14:05,Afternoon Workout,4807,Triceps Extension,Note,,,,,,,
42,11-12-2023 14:05,Afternoon Workout,4807,Triceps Extension,1,5.0,40,,,,,
42,11-12-2023 14:05,Afternoon Workout,4807,Triceps Extension,2,7.5,16,,,,,
42,11-12-2023 14:05,Afternoon Workout,4807,Triceps Extension,3,6.25,20,,,,,
42,11-12-2023 14:05,Afternoon Workout,4807,Triceps Pushdown (Cable - Straight Bar),1,20.0,15,,,,,
42,11-12-2023 14:05,Afternoon Workout,4807,Triceps Pushdown (Cable - Straight Bar),2,20.0,12,,,,,
42,11-12-2023 14:05,Afternoon Workout,4807,Triceps Pushdown (Cable - Straight Bar),3,20.0,10,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Lat Pulldown (Machine),1,80.0,12,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Lat Pulldown (Machine),2,100.0,12,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Lat Pulldown (Machine),3,105.0,7,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Reverse Fly (Machine),1,17.5,10,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Reverse Fly (Machine),2,17.5,7,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Reverse Fly (Machine),3,15.0,14,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Seated Row (Cable),1,45.0,12,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Seated Row (Cable),2,50.0,12,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Seated Row (Cable),3,55.0,11,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Shrug (Dumbbell),1,40.0,12,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Shrug (Dumbbell),2,40.0,12,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Shrug (Dumbbell),3,40.0,12,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Preacher Curl (Barbell),1,7.5,12,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Preacher Curl (Barbell),2,12.5,12,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Preacher Curl (Barbell),3,12.5,10,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Hammer Curl (Dumbbell),1,12.0,12,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Hammer Curl (Dumbbell),2,12.0,14,,,,,
43,12-12-2023 20:27,Afternoon Workout,4251,Hammer Curl (Dumbbell),3,12.0,16,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Bench Press (Barbell),W,20.0,12,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Bench Press (Barbell),1,60.0,9,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Bench Press (Barbell),2,60.0,6,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Bench Press (Barbell),3,60.0,4,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Incline Chest Press (Machine),1,60.0,12,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Incline Chest Press (Machine),2,60.0,8,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Incline Chest Press (Machine),3,60.0,9,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Chest Fly,1,25.0,12,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Chest Fly,2,27.5,10,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Chest Fly,3,22.5,11,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Cable Crossover,1,25.0,12,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Cable Crossover,2,30.0,6,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Cable Crossover,D,25.0,11,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Triceps Extension,Note,,,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Triceps Extension,1,7.5,24,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Triceps Extension,2,7.5,24,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Triceps Extension,3,7.5,18,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Triceps Pushdown (Cable - Straight Bar),1,22.5,14,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Triceps Pushdown (Cable - Straight Bar),2,22.5,11,,,,,
44,15-12-2023 18:45,Afternoon Workout,3909,Triceps Pushdown (Cable - Straight Bar),3,22.5,12,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Lat Pulldown (Machine),1,80.0,12,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Lat Pulldown (Machine),2,105.0,9,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Lat Pulldown (Machine),3,105.0,7,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Reverse Fly (Machine),1,15.0,18,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Reverse Fly (Machine),2,17.5,10,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Reverse Fly (Machine),3,17.5,10,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Seated Row (Cable),1,50.0,12,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Seated Row (Cable),2,55.0,9,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Seated Row (Cable),3,55.0,7,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Back Extension,1,0.0,12,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Back Extension,2,10.0,12,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Back Extension,3,20.0,9,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Preacher Curl (Barbell),1,12.5,12,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Preacher Curl (Barbell),2,12.5,12,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Preacher Curl (Barbell),3,12.5,11,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Hammer Curl (Dumbbell),Note,,,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Hammer Curl (Dumbbell),1,10.0,20,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Hammer Curl (Dumbbell),2,10.0,22,,,,,
45,18-12-2023 13:08,Afternoon Workout,3894,Hammer Curl (Dumbbell),3,10.0,22,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Bench Press (Barbell),W,20.0,12,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Bench Press (Barbell),1,60.0,8,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Bench Press (Barbell),2,60.0,6,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Bench Press (Barbell),3,60.0,5,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Incline Chest Press (Machine),1,60.0,12,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Incline Chest Press (Machine),2,60.0,9,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Incline Chest Press (Machine),3,60.0,8,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Chest Fly,1,25.0,15,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Chest Fly,2,27.5,11,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Chest Fly,3,27.5,9,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Shoulder Press (Plate Loaded),1,45.0,5,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Shoulder Press (Plate Loaded),2,40.0,6,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Shoulder Press (Plate Loaded),3,40.0,5,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Triceps Pushdown (Cable - Straight Bar),1,22.5,14,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Triceps Pushdown (Cable - Straight Bar),2,22.5,8,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Triceps Pushdown (Cable - Straight Bar),3,22.5,7,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Triceps Extension,Note,,,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Triceps Extension,1,6.75,12,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Triceps Extension,2,6.75,22,,,,,
46,19-12-2023 13:53,Afternoon Workout,22137,Triceps Extension,3,7.5,18,,,,,
47,23-12-2023 20:09,Evening Workout,3990,Lat Pulldown (Cable),W,40.0,12,,,,,
47,23-12-2023 20:09,Evening Workout,3990,Lat Pulldown (Cable),1,55.0,12,,,,,
47,23-12-2023 20:09,Evening Workout,3990,Lat Pulldown (Cable),2,60.0,12,,,,,
47,23-12-2023 20:09,Evening Workout,3990,Lat Pulldown (Cable),3,70.0,9,,,,,
47,23-12-2023 20:09,Evening Workout,3990,Seated Row (Cable),1,70.0,10,,,,,
47,23-12-2023 20:09,Evening Workout,3990,Seated Row (Cable),2,70.0,11,,,,,
47,23-12-2023 20:09,Evening Workout,3990,Bicep Curl (Cable),1,24.75,12,,,,,
47,23-12-2023 20:09,Evening Workout,3990,Bicep Curl (Cable),2,23.75,13,,,,,
47,23-12-2023 20:09,Evening Workout,3990,Bicep Curl (Cable),3,26.25,9,,,,,
47,23-12-2023 20:09,Evening Workout,3990,Iso-Lateral Row (Machine),1,120.0,9,,,,,
47,23-12-2023 20:09,Evening Workout,3990,Iso-Lateral Row (Machine),2,120.0,10,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Iso-Lateral Row (Machine),W,80.0,12,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Iso-Lateral Row (Machine),1,120.0,9,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Iso-Lateral Row (Machine),2,120.0,9,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Iso-Lateral Row (Machine),3,120.0,7,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Reverse Fly (Machine),1,17.5,8,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Reverse Fly (Machine),2,17.5,7,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Reverse Fly (Machine),3,17.5,6,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Lat Pulldown (Machine),1,80.0,12,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Lat Pulldown (Machine),2,90.0,8,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Lat Pulldown (Machine),3,90.0,6,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Bicep Curl (Cable),1,22.5,11,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Bicep Curl (Cable),2,22.5,9,,,,,
48,11-01-2024 13:42,Evening Workout,2700,Bicep Curl (Cable),3,22.5,7,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Chest Press (Machine),W,45.0,12,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Chest Press (Machine),1,65.0,16,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Chest Press (Machine),2,70.0,7,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Chest Press (Machine),3,70.0,6,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Incline Chest Press (Machine),1,60.0,10,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Incline Chest Press (Machine),2,60.0,9,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Incline Chest Press (Machine),3,60.0,7,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Chest Fly,1,25.0,12,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Chest Fly,2,25.0,13,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Chest Fly,3,25.0,10,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Triceps Extension,Note,,,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Triceps Extension,1,7.5,32,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Triceps Extension,2,10.0,22,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Triceps Extension,3,7.5,14,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Triceps Pushdown (Cable - Straight Bar),1,25.0,6,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Triceps Pushdown (Cable - Straight Bar),2,22.5,7,,,,,
49,12-01-2024 12:30,Afternoon Workout,3590,Triceps Pushdown (Cable - Straight Bar),3,22.5,7,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Bench Press (Barbell),W,40.0,12,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Bench Press (Barbell),1,60.0,8,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Bench Press (Barbell),2,60.0,7,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Bench Press (Barbell),3,60.0,5,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Incline Chest Press (Machine),1,60.0,11,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Incline Chest Press (Machine),2,60.0,6,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Incline Chest Press (Machine),3,60.0,5,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Chest Fly,1,25.0,12,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Chest Fly,2,25.0,11,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Chest Fly,3,25.0,7,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Triceps Extension (Cable),1,22.5,11,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Triceps Extension (Cable),2,22.5,8,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Triceps Extension (Cable),3,22.5,7,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Triceps Extension,Note,,,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Triceps Extension,1,7.5,24,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Triceps Extension,2,7.5,20,,,,,
50,16-01-2024 19:54,Afternoon Workout,3893,Triceps Extension,3,10.0,12,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Lat Pulldown (Cable),1,65.0,12,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Lat Pulldown (Cable),2,70.0,8,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Lat Pulldown (Cable),3,70.0,5,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Seated Row (Cable),1,45.0,12,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Seated Row (Cable),2,50.0,7,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Seated Row (Cable),3,50.0,6,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Reverse Fly (Machine),1,15.0,12,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Reverse Fly (Machine),2,17.5,8,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Reverse Fly (Machine),3,17.5,6,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Back Extension,1,0.0,12,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Back Extension,2,20.0,10,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Back Extension,3,20.0,8,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Preacher Curl (Barbell),1,10.0,12,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Preacher Curl (Barbell),2,10.0,8,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Preacher Curl (Barbell),3,10.0,8,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Hammer Curl (Dumbbell),1,10.0,20,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Hammer Curl (Dumbbell),2,10.0,18,,,,,
51,11-02-2024 13:46,Midday Workout,3927,Hammer Curl (Dumbbell),3,10.0,14,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Bench Press (Barbell),W,20.0,12,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Bench Press (Barbell),1,60.0,10,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Bench Press (Barbell),2,60.0,6,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Bench Press (Barbell),3,60.0,5,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Chest Fly,1,30.0,12,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Chest Fly,2,30.0,6,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Chest Fly,3,25.0,9,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Incline Bench Press (Dumbbell),1,32.0,10,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Incline Bench Press (Dumbbell),2,32.0,8,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Incline Bench Press (Dumbbell),3,32.0,6,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Cable Crossover,1,20.0,10,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Cable Crossover,2,20.0,8,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Cable Crossover,3,20.0,6,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Triceps Pushdown (Cable - Straight Bar),1,25.0,12,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Triceps Pushdown (Cable - Straight Bar),2,27.5,8,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Triceps Pushdown (Cable - Straight Bar),3,30.0,5,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Triceps Extension,Note,,,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Triceps Extension,1,7.5,24,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Triceps Extension,2,7.5,20,,,,,
52,19-02-2024 14:06,Afternoon Workout,6118,Triceps Extension,3,10.0,12,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Lat Pulldown (Cable),W,40.0,12,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Lat Pulldown (Cable),1,60.0,12,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Lat Pulldown (Cable),2,60.0,10,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Lat Pulldown (Cable),3,60.0,8,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Reverse Fly (Machine),1,17.5,10,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Reverse Fly (Machine),2,17.5,8,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Reverse Fly (Machine),3,17.5,6,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Seated Row (Cable),1,45.0,12,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Seated Row (Cable),2,50.0,12,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Seated Row (Cable),3,55.0,7,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Back Extension,1,10.0,12,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Back Extension,2,10.0,12,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Back Extension,3,10.0,12,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Bicep Curl (Cable),1,20.0,12,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Bicep Curl (Cable),2,22.5,8,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Bicep Curl (Cable),3,22.5,8,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Hammer Curl (Cable),1,17.5,6,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Hammer Curl (Cable),2,15.0,8,,,,,
53,21-02-2024 19:42,Midday Workout,5293,Hammer Curl (Cable),3,15.0,7,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Bench Press (Barbell),1,55.0,6,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Bench Press (Barbell),2,55.0,6,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Bench Press (Barbell),3,55.0,6,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Bench Press (Barbell),4,55.0,6,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Bench Press (Barbell),5,55.0,6,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Bench Press (Barbell),6,55.0,6,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Decline Bench Press (Barbell),1,35.0,12,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Decline Bench Press (Barbell),2,45.0,12,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Decline Bench Press (Barbell),3,50.0,12,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Incline Bench Press (Dumbbell),1,32.0,11,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Incline Bench Press (Dumbbell),2,32.0,8,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Incline Bench Press (Dumbbell),3,32.0,6,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Lateral Raise (Cable),1,5.0,18,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Lateral Raise (Cable),2,5.0,12,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Lateral Raise (Cable),3,5.0,10,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Triceps Extension,Note,,,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Triceps Extension,1,10.0,22,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Triceps Extension,2,10.0,12,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Triceps Extension,3,10.0,12,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Triceps Extension (Cable),1,20.0,8,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Triceps Extension (Cable),2,20.0,5,,,,,
54,24-02-2024 17:52,Afternoon Workout,4300,Triceps Extension (Cable),3,20.0,5,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Lat Pulldown (Cable),1,60.0,12,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Lat Pulldown (Cable),2,65.0,11,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Lat Pulldown (Cable),3,65.0,7,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Reverse Fly (Machine),1,17.5,11,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Reverse Fly (Machine),2,17.5,9,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Reverse Fly (Machine),3,17.5,7,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Back Extension,1,10.0,12,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Back Extension,2,10.0,12,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Iso-Lateral Row (Machine),1,110.0,12,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Iso-Lateral Row (Machine),2,110.0,11,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Iso-Lateral Row (Machine),3,110.0,10,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Bicep Curl (Cable),1,17.5,21,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Bicep Curl (Cable),2,20.0,21,,,,,
55,25-02-2024 21:08,Midday Workout,3396,Bicep Curl (Cable),3,20.0,19,,,,,
56,27-02-2024 09:26,Afternoon Workout,3069,Bench Press (Barbell),W,20.0,12,,,,,
56,27-02-2024 09:26,Afternoon Workout,3069,Bench Press (Barbell),1,60.0,5,,,,,
56,27-02-2024 09:26,Afternoon Workout,3069,Bench Press (Barbell),2,60.0,5,,,,,
56,27-02-2024 09:26,Afternoon Workout,3069,Bench Press (Barbell),3,60.0,5,,,,,
56,27-02-2024 09:26,Afternoon Workout,3069,Bench Press (Barbell),4,60.0,5,,,,,
56,27-02-2024 09:26,Afternoon Workout,3069,Bench Press (Barbell),5,60.0,5,,,,,
56,27-02-2024 09:26,Afternoon Workout,3069,Bench Press (Barbell),6,60.0,4,,,,,
56,27-02-2024 09:26,Afternoon Workout,3069,Bench Press (Barbell),7,60.0,3,,,,,
56,27-02-2024 09:26,Afternoon Workout,3069,Incline Bench Press (Dumbbell),1,36.0,12,,,,,
56,27-02-2024 09:26,Afternoon Workout,3069,Incline Bench Press (Dumbbell),2,36.0,12,,,,,
56,27-02-2024 09:26,Afternoon Workout,3069,Incline Bench Press (Dumbbell),3,36.0,8,,,,,
57,28-02-2024 11:25,Afternoon Workout,4986,Bench Press (Barbell),W,20.0,12,,,,,
57,28-02-2024 11:25,Afternoon Workout,4986,Bench Press (Barbell),1,65.0,4,,,,,
57,28-02-2024 11:25,Afternoon Workout,4986,Bench Press (Barbell),2,65.0,4,,,,,
57,28-02-2024 11:25,Afternoon Workout,4986,Bench Press (Barbell),F,65.0,4,,,,,
57,28-02-2024 11:25,Afternoon Workout,4986,Bench Press (Barbell),F,65.0,3,,,,,
57,28-02-2024 11:25,Afternoon Workout,4986,Bench Press (Barbell),F,60.0,4,,,,,
57,28-02-2024 11:25,Afternoon Workout,4986,Bench Press (Barbell),F,60.0,4,,,,,
57,28-02-2024 11:25,Afternoon Workout,4986,Bench Press (Barbell),F,60.0,2,,,,,
57,28-02-2024 11:25,Afternoon Workout,4986,Bench Press (Barbell),F,60.0,2,,,,,
57,28-02-2024 11:25,Afternoon Workout,4986,Incline Bench Press (Dumbbell),1,36.0,8,,,,,
57,28-02-2024 11:25,Afternoon Workout,4986,Incline Bench Press (Dumbbell),2,36.0,6,,,,,
57,28-02-2024 11:25,Afternoon Workout,4986,Incline Bench Press (Dumbbell),3,36.0,5,,,,,
58,02-03-2024 11:58,Afternoon Workout,3538,Bench Press (Barbell),W,20.0,12,,,,,
58,02-03-2024 11:58,Afternoon Workout,3538,Bench Press (Barbell),F,70.0,3,,,,,
58,02-03-2024 11:58,Afternoon Workout,3538,Bench Press (Barbell),2,65.0,3,,,,,
58,02-03-2024 11:58,Afternoon Workout,3538,Bench Press (Barbell),3,65.0,3,,,,,
58,02-03-2024 11:58,Afternoon Workout,3538,Bench Press (Barbell),4,65.0,3,,,,,
58,02-03-2024 11:58,Afternoon Workout,3538,Bench Press (Barbell),F,65.0,5,,,,,
58,02-03-2024 11:58,Afternoon Workout,3538,Incline Chest Press (Machine),1,60.0,8,,,,,
58,02-03-2024 11:58,Afternoon Workout,3538,Incline Chest Press (Machine),2,60.0,5,,,,,
58,02-03-2024 11:58,Afternoon Workout,3538,Incline Chest Press (Machine),3,60.0,5,,,,,
59,04-03-2024 14:56,Afternoon Workout,8996,Incline Bench Press (Dumbbell),1,40.0,12,,,,,
59,04-03-2024 14:56,Afternoon Workout,8996,Incline Bench Press (Dumbbell),2,40.0,13,,,,,
59,04-03-2024 14:56,Afternoon Workout,8996,Incline Bench Press (Dumbbell),3,40.0,10,,,,,
59,04-03-2024 14:56,Afternoon Workout,8996,Bench Press (Barbell),1,65.0,6,,,,,
59,04-03-2024 14:56,Afternoon Workout,8996,Bench Press (Barbell),2,65.0,6,,,,,
59,04-03-2024 14:56,Afternoon Workout,8996,Bench Press (Barbell),3,65.0,6,,,,,
59,04-03-2024 14:56,Afternoon Workout,8996,Bench Press (Barbell),4,65.0,6,,,,,
59,04-03-2024 14:56,Afternoon Workout,8996,Bench Press (Barbell),5,65.0,6,,,,,
59,04-03-2024 14:56,Afternoon Workout,8996,Bench Press (Barbell),F,65.0,3,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Bench Press (Barbell),W,20.0,20,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Bench Press (Barbell),1,65.0,5,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Bench Press (Barbell),2,65.0,5,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Bench Press (Barbell),3,65.0,5,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Bench Press (Barbell),4,65.0,5,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Bench Press (Barbell),F,65.0,4,,,,,
60,06-03-2024 14:50,Afternoon Workout,5449,Bench Press (Barbell),F,65.0,3,,,,,
